query,humanQuery
"Validates the given bewit.

    Returns True if the resource has a valid bewit parameter attached,
    or raises a subclass of HawkFail otherwise.

    :param credential_lookup:
        Callable to look up the credentials dict by sender ID.
        The credentials dict must have the keys:
        ``id``, ``key``, and ``algorithm``.
        See :ref:`receiving-request` for an example.
    :type credential_lookup: callable

    :param now=None:
        Unix epoch time for the current time to determine if bewit has expired.
        If None, then the current time as given by utc_now() is used.
    :type now=None: integer","""Is there a function available that validates a bewit parameter attached to a resource using a credential lookup function? The function should return True if the bewit is valid or raise an exception if it fails. Optional parameter for current time is also supported."""
"Creates a static rejection callback that is not bound to a promise instance.

Moving the closure creation to a static method allows us to create a
callback that is not bound to a promise instance. By passing the target
promise instance by reference, we can still execute its rejection logic
and still clear this reference when settling the promise. This helps
avoiding garbage cycles if any callback creates an Exception.

These assumptions are covered by the test suite, so if you ever feel like
refactoring this, go ahead, any alternative suggestions are welcome!

@param ExtendedPromiseInterface $target
@return callable","""Is there a function that creates a callback for rejecting promises that is not bound to a specific promise instance?"""
"Called by ``__init__()`` to create a dictionary of the relevant
        values from the associated defaults module, and save it to the
        object's ``_defaults`` attribute to improve lookup performance.
        Only variables with upper-case names are included.

        :raises: ImportError

        It is assumed that the defaults module is defined in the same directory
        as ``settings.py`` where the settings helper class is defined. But,
        in cases where this differs, developers can specify an alternative
        import path using the ``defaults_path`` class attribute for their
        helper class.","""What is the purpose of the function that creates a dictionary of relevant values from a defaults module and saves it to the object's attribute to improve lookup performance?"""
"remove an image

 @see https://docs.hyper.sh/Reference/API/2016-04-04%20[Ver.%201.23]/Image/remove.html

 @raise [Hyperb::Error::Unauthorized] raised when credentials are not valid.
 @raise [Hyperb::Error::NotFound] raised when tag is not found.
 @raise [Hyperb::Error::Conflict] raised when the image will only be removed with force.
 @raise [Hyperb::Error::InternalServerError] server error.

 @return [Array] array of downcase symbolized json response.

 @param params [Hash] A customizable set of params.
 @option params [String] :name image name to be removed
 @option params [Boolean] :force force image to be removed","""Is there a function available to remove an image by providing its name as a parameter? Can it also handle cases where the removal needs to be forced?"""
"Set as the default error handler by CakePHP.

Use config/error.php to customize or replace this error handler.
This function will use Debugger to display errors when debug > 0. And
will log errors to Log, when debug == 0.

You can use the 'errorLevel' option to set what type of errors will be handled.
Stack traces for errors can be enabled with the 'trace' option.

@param int $code Code of error
@param string $description Error description
@param string|null $file File on which error occurred
@param int|null $line Line that triggered the error
@param array|null $context Context
@return bool True if error was handled","""Is there a function that sets a default error handler in CakePHP, using customizations from the error.php configuration file? It displays and logs errors based on the debug level, with the ability to enable stack traces and specify the type of errors to handle."""
"Given a string as input, return a space-delimited string of Unicode characters
        (code points rendered as glyphs).
        Parameters
        ----------
        string : str
            A Unicode string to be tokenized into graphemes.
        Returns
        -------
        result : str
            String returned is space-delimited on Unicode characters and contains ""#"" to
            mark word boundaries.
            The string is in NFD.
        Notes
        -----
        Input is first normalized according to Normalization Ford D(ecomposition).
        String returned contains ""#"" to mark word boundaries.","""Is there a function that takes a Unicode string as input and returns a space-delimited string of its characters, marked with '#' for word boundaries? The string is normalized with NFD."""
"Propagate average values from a lower table to a higher one.
        For example, propagate average lats/lons from samples to sites.
        Pre-existing values will not be overwritten.

        Parameters
        ----------
        cols : list-like
            list of columns to propagate
        target_df_name : str
            name of table to propagate values into
        source_df_name:
            name of table to propagate values from

        Returns
        ---------
        target_df : MagicDataFrame or None
            returns table with propagated data,
            or None if no propagation could be done","""Is there a function to propagate average values from one table to another, specifically for the specified columns, and return the updated table?"
"Moves the current position by the number of code points specified, either forward or backward depending on the
sign of delta (positive or negative respectively). If the current index is at a trail surrogate then the first
adjustment is by code unit, and the remaining adjustments are by code points. If the resulting index would be
less than zero, the index is set to zero, and if the resulting index would be greater than limit, the index is
set to limit.

@param delta
the number of code units to move the current index.
@return the new index
@exception IndexOutOfBoundsException
is thrown if an invalid delta is supplied","""Is there a function that can move the current index by a specified number of code points, either forward or backward, and returns the new index? It should handle cases where the resulting index is less than zero or greater than a given limit."""
"Link project to an existing dataset

        This method links a dataset to project

        :param project_key: Project identifier, in the form of owner/id
        :type project_key: str
        :param dataset_key: Dataset identifier, in the form of owner/id
        :type project_key: str
        :raises RestApiException: If a server error occurs

        Examples
        --------
        >>> import datadotworld as dw
        >>> api_client = dw.api_client()
        >>> linked_dataset = api_client.add_linked_dataset(
        ...     'username/test-project',
        ...     'username/test-dataset')  # doctest: +SKIP","""Is there a function available to link a dataset to a project using the project and dataset identifiers?"""
"Construct search statment for db execution.

    Produces the search statement and argument dictionary to be executed
    by the DBAPI v2 execute method.
    For example, ``cursor.execute(*_build_search(query, weights))``

    :param query: containing terms, filters, and sorts.
    :type query: Query
    :param weights: weight values to assign to each keyword search field
    :type weights: dictionary of field names to weight integers
    :returns: the build statement and the arguments used against it
    :rtype: a two value tuple of a SQL template and a dictionary of
            arguments to pass into that template","""Can you provide a function that generates a search statement and argument dictionary for executing a search query using the DBAPI v2 execute method?"""
"r""""""
    Join a key and value together into a single line suitable for adding to a
    simple line-oriented ``.properties`` file.  No trailing newline is added.

    >>> join_key_value('possible separators', '= : space')
    'possible\\ separators=\\= \\: space'

    :param key: the key
    :type key: text string
    :param value: the value
    :type value: text string
    :param separator: the string to use for separating the key & value.  Only
        ``"" ""``, ``""=""``, and ``"":""`` (possibly with added whitespace) should
        ever be used as the separator.
    :type separator: text string
    :rtype: text string","""Can you provide a function that joins a key and value together, using a specified separator, to create a line for a `.properties` file?"""
"Returns the value of a subcookie.
@param {String} name The name of the cookie to retrieve.
@param {String} subName The name of the subcookie to retrieve.
@param {Function} converter (Optional) A function to run on the value before returning
it. The function is not used if the cookie doesn't exist.
@return {Variant} If the cookie doesn't exist, null is returned. If the subcookie
doesn't exist, null if also returned. If no converter is specified and the
subcookie exists, a string is returned. If a converter is specified and the
subcookie exists, the value returned from the converter is returned.
@method getSub
@static","""Is there a function to retrieve the value of a subcookie, given the cookie's name and subcookie's name? Optionally, can it also apply a converter function to the value before returning it?"""
"The function that actually sets the cookie using PHP

@see http://uk3.php.net/manual/en/function.setcookie.php

@param string $name The name of the cookie
@param string|array $value The value for the cookie to hold
@param int $expiry The number of days until expiry
@param string $path The path to save the cookie on (falls back to site base)
@param string $domain The domain to make the cookie available on
@param boolean $secure Can the cookie only be sent over SSL?
@param boolean $httpOnly Prevent the cookie being accessible by JS
@return boolean If the cookie was set or not; doesn't mean it's accepted by the browser","""Could you provide a function that sets a cookie using PHP, taking into account parameters such as name, value, expiry, path, domain, secure, and httpOnly?"""
"Make the regular expression that matches a crontab 'cron' line.

    Each field has a set of allowed values, and can then be in a range, and be
    listed with dashes.  A range can be stepped with the '/' modifier, and
    ranges can be in a list.  A field can also be '*', or '*' divided in steps.

    The best way to do this is to have a template for a single field that
    encapsulates the syntax of that field, regardless of what that field
    matches.  We then fill in the actual template's value with the pattern
    that matches that field.  Each field is named, so we can pull them out as
    a dictionary later.","""Please provide a function that creates a regular expression to match a crontab 'cron' line, allowing for various field values, ranges, lists, and modifiers."""
"Generates VPN client package for P2S client of the virtual network gateway in the specified resource group.

@param resourceGroupName The name of the resource group.
@param virtualNetworkGatewayName The name of the virtual network gateway.
@param parameters Parameters supplied to the generate virtual network gateway VPN client package operation.
@throws IllegalArgumentException thrown if parameters fail the validation
@throws CloudException thrown if the request is rejected by server
@throws RuntimeException all other wrapped checked exceptions if the request fails to be sent
@return the String object if successful.","""Is there a function that creates a VPN client package for the P2S client of a virtual network gateway in a specified resource group? It should take in the resource group name, virtual network gateway name, and parameters as inputs."""
"Applies all transformers to all errors and returns ""annotated""
errors.

Each transformer should have the following signature WebpackError => AnnotatedError

A WebpackError has the following fields:
- message
- file
- origin
- name
- severity
- webpackError (original error)

An AnnotatedError should be an extension (Object.assign) of the WebpackError
and add whatever information is convenient for formatting.
In particular, they should have a 'priority' field.

The plugin will only display errors having maximum priority at the same time.

If they don't have a 'type' field, the will be handled by the default formatter.","""Is there a function that applies multiple transformers to a collection of errors and returns annotated errors with added 'priority' field for formatting purposes?"""
"Detect anomalies for the entire series in batch.

 This operation generates a model using an entire series, each point is
 detected with the same model. With this method, points before and after a
 certain point are used to determine whether it is an anomaly. The entire
 detection can give user an overall status of the time series.

 @param body [Request] Time series points and period if needed. Advanced model
 parameters can also be set in the request.
 @param custom_headers [Hash{String => String}] A hash of custom headers that
 will be added to the HTTP request.

 @return [EntireDetectResponse] operation results.","""Is there a function that can detect anomalies in a series using a model built with the entire series? The function should take in a request with time series points and optional period. Custom headers can also be added to the HTTP request."""
"Constructs and returns a ValueAnimator that animates between float values. A single
value implies that that value is the one being animated to. However, this is not typically
useful in a ValueAnimator object because there is no way for the object to determine the
starting value for the animation (unlike ObjectAnimator, which can derive that value
from the target object and property being animated). Therefore, there should typically
be two or more values.

@param values A set of values that the animation will animate between over time.
@return A ValueAnimator object that is set up to animate between the given values.","""Could you provide a function that constructs and returns a ValueAnimator object that animates between a set of float values?"""
"Returns details of a Database Advisor.

@param resourceGroupName The name of the resource group that contains the resource. You can obtain this value from the Azure Resource Manager API or the portal.
@param serverName The name of the server.
@param databaseName The name of the database.
@param advisorName The name of the Database Advisor.
@throws IllegalArgumentException thrown if parameters fail the validation
@throws CloudException thrown if the request is rejected by server
@throws RuntimeException all other wrapped checked exceptions if the request fails to be sent
@return the AdvisorInner object if successful.","""Is there a function that can provide details of a Database Advisor, given the resource group name, server name, database name, and advisor name?"""
"Determines the presets for a specific operating system.

    Args:
      operating_system (str): operating system for example ""Windows"". This
          should be one of the values in definitions.OPERATING_SYSTEM_FAMILIES.
      operating_system_product (str): operating system product for
          example ""Windows XP"" as determined by preprocessing.
      operating_system_version (str): operating system version for
          example ""5.1"" as determined by preprocessing.

    Returns:
      list[PresetDefinition]: preset definitions, where an empty list
          represents all parsers and parser plugins (no preset).","""Is there a function that determines the presets based on the operating system, operating system product, and operating system version?"""
"Creates an async.Queue backed by an Agrona ManyToOneConcurrentArrayQueue bounded by specified queueSize
Wait strategy used is NoWaitRetry by default for both Consumers and Producers
(both Consumers and Producers will repeatedly retry until successful). Use
withConsumerWaitStrategy  &amp; withProducerWaitStrategy methods on the returned queue to change the
wait strategy
<pre>
{@code
queue.withConsumerWaitStrategy(new DirectWaitStrategy())
.withProducerWaitStrategy(new YieldWait());
}</pre>

@param queueSize upper bound for Queue
@return bounded wait free Queue Factory backed by an Agrona ManyToOneConcurrentArrayQueue","""Is there a function that creates a bounded wait free queue, backed by an Agrona ManyToOneConcurrentArrayQueue, with a specified size limit?"""
"<Purpose>
    Return the password entered by the user.  If 'confirm' is True, the user is
    asked to enter the previously entered password once again.  If they match,
    the password is returned to the caller.

  <Arguments>
    prompt:
      The text of the password prompt that is displayed to the user.

    confirm:
      Boolean indicating whether the user should be prompted for the password
      a second time.  The two entered password must match, otherwise the
      user is again prompted for a password.

  <Exceptions>
    None.

  <Side Effects>
    None.

  <Returns>
    The password entered by the user.","""Please provide a function that prompts the user to enter a password, and if requested, confirms the input by asking for it again."""
"Finds all eigenvalues of an upper Hessenberg matrix A[0..n-1][0..n-1].
On input A can be exactly as output from elmhes and eltran. On output, d and e
contain the eigenvalues of A, while V is a matrix whose columns contain
the corresponding eigenvectors. The eigenvalues are not sorted, except
that complex conjugate pairs appear consecutively with the eigenvalue
having the positive imaginary part. For a complex eigenvalue, only the
eigenvector corresponding to the eigenvalue with positive imaginary part
is stored, with real part in V[0..n-1][i] and imaginary part in V[0..n-1][i+1].
The eigenvectors are not normalized.","""Is there a function that can find all the eigenvalues and eigenvectors of an upper Hessenberg matrix, storing them in separate arrays, but not sorted?"""
"Convenience method to request the location from the device

        This method will check whether the value has already been retrieved from the device,
        if so, it will simply return it. If no, it will request the information from the device
        and request that callb be executed when a response is received. The default callback
        will simply cache the value.

            :param callb: Callable to be used when the response is received. If not set,
                        self.resp_set_label will be used.
            :type callb: callable
            :returns: The cached value
            :rtype: str","""Can you provide a function that retrieves the location from a device, caching the value and allowing for a custom callback upon receiving a response?"""
"Generate a thumbnail.  Depending on the arguments, this may either result in
a client-side rendering of an image (if a `Blob` is supplied) or a server-generated
image that may optionally be scaled client-side using <canvas> or CSS/styles (as a fallback).

@param fileBlobOrUrl a `File`, `Blob`, or a URL pointing to the image
@param container <img> or <canvas> to contain the preview
@param options possible properties include `maxSize` (int), `orient` (bool - default true), resize` (bool - default true), and `customResizeFunction`.
@returns qq.Promise fulfilled when the preview has been drawn, or the attempt has failed","""Is there a function that generates a thumbnail image either on the client-side or server-side, depending on the input, and returns a promise when the preview is drawn?"""
"Draw a pretty plot from an array

    A function that performs all the tedious matplotlib
    magic to draw a 2D array with as few parameters and
    as little whitespace as possible.

    Parameters
    ----------
    array : array_like
        The input array to draw.
    filename : file, str or pathlib.Path
        The output image to save the array into.
    vmax : float, optional
        The default saturation threshold for the array. If set to None, the
        80th percentile value of the array is chosen. Default is None.
    dpi : int, optional
        Dots per inch (DPI) of the output image. Default is 200.","""Is there a function that can generate a visually appealing plot from an array, with few parameters and minimal whitespace, and save it as an image file?"""
"Configure whether rollover is enabled for streaming or storage streams.

        Normally a SensorLog is used in ring-buffer mode which means that old
        readings are automatically overwritten as needed when new data is saved.

        However, you can configure it into fill-stop mode by using:
        set_rollover(""streaming""|""storage"", True|False)

        By default rollover is set to True for both streaming and storage and can
        be controlled individually for each one.

        Args:
            area (str): Either streaming or storage.
            enabled (bool): Whether to enable or disable rollover.","""Is there a function to enable or disable rollover for streaming or storage in a SensorLog, with the option to control it individually for each one?"""
"Add a message.

        Add a message to an existing conversation. Response is similar to the
        GET/show action, except that only includes the
        latest message (i.e. what we just sent)
        
        An array of user ids. Defaults to all of the current conversation
        recipients. To explicitly send a message to no other recipients,
        this array should consist of the logged-in user id.
        
        An array of message ids from this conversation to send to recipients
        of the new message. Recipients who already had a copy of included
        messages will not be affected.","""Please provide a function to add a message to a conversation, including the latest message sent, and specifying recipients and message IDs to send to."""
"Extract the next x values from the Adapter identified by the provided Key
If the Adapter doesn't exist an zero List is returned

<pre>
{@code
Queue<String> q = new Queue<>();
pipes.register(""hello"", q);
pipes.push(""hello"", ""world"");
pipes.push(""hello"", ""world2"");
pipes.push(""hello"", ""world3"");
pipes.push(""hello"", ""world4"");

on a separate thread
pipes.xValues(""hello"",2) //ListX.of(""world"",""world2"")
pipes.xValues(""hello"",2) //ListX.of(""world3"",""world4"")


}
</pre>


@param key : Adapter identifier
@param x Number of elements to return
@return List of the next x elements from the Adapter identified by the provided key","""Is there a function that can extract the next x elements from an Adapter using a provided key? If the Adapter doesn't exist, will it return an empty list?"""
"Update cache items with expired TTLs.

    :param dict album_cache: Cache of Imgur albums to update. Keys are Imgur IDs, values are Album instances.
    :param dict image_cache: Cache of Imgur images to update. Keys are Imgur IDs, values are Image instances.
    :param sphinx.application.Sphinx app: Sphinx application object.
    :param str client_id: Imgur API client ID to use. https://api.imgur.com/oauth2
    :param int ttl: Number of seconds before this is considered out of date.
    :param iter album_whitelist: Only update these Imgur album IDs.
    :param iter image_whitelist: Only update these Imgur image IDs.","""Please provide a function to update cache items with expired TTLs for Imgur albums and images, using specified client ID and whitelists."""
"This function quantifies the distance between pairs of community
    partitions with information theoretic measures.

    Parameters
    ----------
    cx : Nx1 np.ndarray
        community affiliation vector X
    cy : Nx1 np.ndarray
        community affiliation vector Y

    Returns
    -------
    VIn : Nx1 np.ndarray
        normalized variation of information
    MIn : Nx1 np.ndarray
        normalized mutual information

    Notes
    -----
    (Definitions:
       VIn = [H(X) + H(Y) - 2MI(X,Y)]/log(n)
       MIn = 2MI(X,Y)/[H(X)+H(Y)]
    where H is entropy, MI is mutual information and n is number of nodes)","""Please provide a function that calculates the normalized variation of information and normalized mutual information between two community affiliation vectors."""
"Resolve a provided variable value against the variable definition.

    This acts as a subset of resolve_variable logic in the base module, leaving
    out everything that doesn't apply to CFN parameters.

    Args:
        provided_variable (:class:`stacker.variables.Variable`): The variable
            value provided to the blueprint.
        blueprint_name (str): The name of the blueprint that the variable is
            being applied to.

    Returns:
        object: The resolved variable string value.

    Raises:
        UnresolvedVariable: Raised when the provided variable is not already
            resolved.","""Can you provide a function that resolves a variable value against its definition for a specific blueprint, excluding non-applicable logic for CFN parameters?"""
"Delete host interface

    .. versionadded:: 2016.3.0

    :param interfaceids: IDs of the host interfaces to delete
    :param _connection_user: Optional - zabbix user (can also be set in opts or pillar, see module's docstring)
    :param _connection_password: Optional - zabbix password (can also be set in opts or pillar, see module's docstring)
    :param _connection_url: Optional - url of zabbix frontend (can also be set in opts, pillar, see module's docstring)

    :return: ID of deleted host interfaces, False on failure.

    CLI Example:
    .. code-block:: bash

        salt '*' zabbix.hostinterface_delete 50","""Is there a function that can delete host interfaces in Zabbix by providing their IDs, along with optional connection credentials? If successful, it returns the ID of the deleted interfaces, otherwise, it returns False."""
"Encourage diversity between each batch element.

  A neural net feature often responds to multiple things, but naive feature
  visualization often only shows us one. If you optimize a batch of images,
  this objective will encourage them all to be different.

  In particular, it caculuates the correlation matrix of activations at layer
  for each image, and then penalizes cossine similarity between them. This is
  very similar to ideas in style transfer, except we're *penalizing* style
  similarity instead of encouraging it.

  Args:
    layer: layer to evaluate activation correlations on.

  Returns:
    Objective.","""Please provide a function that encourages diversity between batch elements by penalizing cosine similarity between them based on the correlation matrix of activations at a specified layer."""
"Add an operation to a connection identified by the given key.

If the {@link MemcachedNode} is active or the {@link FailureMode} is set
to retry, the primary node will be used for that key. If the primary
node is not available and the {@link FailureMode} cancel is used, the
operation will be cancelled without further retry.

For any other {@link FailureMode} mechanisms (Redistribute), another
possible node is used (only if its active as well). If no other active
node could be identified, the original primary node is used and retried.

@param key the key the operation is operating upon.
@param o the operation to add.","""Is there a function to add an operation to a connection using a given key? The function should handle different failure modes and retry if necessary."""
"Creates a backup policy.

 Creates a backup policy which can be associated later with a Service Fabric
 application, service or a partition for periodic backup.

 @param backup_policy_description [BackupPolicyDescription] Describes the
 backup policy.
 @param timeout [Integer] The server timeout for performing the operation in
 seconds. This timeout specifies the time duration that the client is willing
 to wait for the requested operation to complete. The default value for this
 parameter is 60 seconds.
 @param custom_headers [Hash{String => String}] A hash of custom headers that
 will be added to the HTTP request.","""Is there a function available to create a backup policy for a Service Fabric application, service, or partition? The function should take in a backup policy description, an optional timeout, and custom headers as parameters."""
"Parses a string buffer for key-val pairs for the supplied keys.

    Returns: Python dictionary with all the keys (all keys in buffer
             if None is passed for keys) with the values being a list
             corresponding to each key.
    
    Note: Return dict will contain all keys supplied (if not None).
          If any key was not found in the buffer, then the value for
          that key will be [] such that dict[key] does not produce
          a KeyError.

    Slightly modified from:
    ""http://stackoverflow.com/questions/5323703/regex-how-to-""\
    ""match-sequence-of-key-value-pairs-at-end-of-string","""Is there a function that can parse a string buffer for key-value pairs and return them as a dictionary, with the option to specify specific keys?"""
"Generates VPN client package for P2S client of the virtual network gateway in the specified resource group.

@param resourceGroupName The name of the resource group.
@param virtualNetworkGatewayName The name of the virtual network gateway.
@param parameters Parameters supplied to the generate virtual network gateway VPN client package operation.
@throws IllegalArgumentException thrown if parameters fail the validation
@throws CloudException thrown if the request is rejected by server
@throws RuntimeException all other wrapped checked exceptions if the request fails to be sent
@return the String object if successful.","""Please provide a function that creates a VPN client package for the P2S client of a virtual network gateway in a specified resource group."""
"List all resources of the same type as the given resource.

        Args:
            resource (intern.resource.boss.BossResource): List resources of the same type as this..
            url_prefix (string): Protocol + host such as https://api.theboss.io
            auth (string): Token to send in the request header.
            session (requests.Session): HTTP session to use for request.
            send_opts (dictionary): Additional arguments to pass to session.send().

        Returns:
            (list): List of resources.  Each resource is a dictionary.

        Raises:
            requests.HTTPError on failure.","""Provide a function that retrieves a list of resources of the same type as the given resource, using a provided URL prefix, authentication token, HTTP session, and additional options."""
"Remove a deployment group.

<p>If successful, all ZK nodes associated with the DG will be deleted. Specifically these
nodes are guaranteed to be non-existent after a successful remove (not all of them might exist
before, though):
<ul>
<li>/config/deployment-groups/[group-name]</li>
<li>/status/deployment-groups/[group-name]</li>
<li>/status/deployment-groups/[group-name]/hosts</li>
<li>/status/deployment-groups/[group-name]/removed</li>
<li>/status/deployment-group-tasks/[group-name]</li>
</ul>
If the operation fails no ZK nodes will be removed.

@throws DeploymentGroupDoesNotExistException If the DG does not exist.","""Is there a function available to remove a deployment group, deleting associated ZK nodes, with an exception thrown if the group does not exist?"""
"Creates a {@code LinkedHashMap} instance, with a high enough
""initial capacity"" that it <i>should</i> hold {@code expectedSize}
elements without growth. This behavior cannot be broadly guaranteed, but
it is observed to be true for OpenJDK 1.7. It also can't be guaranteed
that the method isn't inadvertently <i>oversizing</i> the returned map.

@param expectedSize the number of entries you expect to add to the
returned map
@return a new, empty {@code LinkedHashMap} with enough capacity to hold
{@code expectedSize} entries without resizing
@throws IllegalArgumentException if {@code expectedSize} is negative
@since 19.0","""Could you provide a function that creates an empty LinkedHashMap with sufficient initial capacity to hold a specified number of entries?"""
"Helper method to determine the random shard number for the mutation operation. If {@code optShardNumber} is
present, then this value will be used so long as it is greater-than or equal to zero. Otherwise, a PRNG will be
used to select the next shard number based upon the current number of shards that are allowed for the current
counter as specified by {@code numShards}.

@param optShardNumber An {@link Optional} instance of {@link Integer} that specifies the shard number to use, if
present.
@param numShards The number of shards that the mutating counter has available to it for increment/decrement
operations.
@return","""What function can determine a random shard number for a mutation operation, taking into account the specified number of shards and an optional shard number?"""
"Drops invalid mutations and corrects for 1-based coordinates.

    TODO: Be smarter about what coordinate system is put in the provided
    mutations.

    Parameters
    ----------
    mutation_df : pd.DataFrame
        user provided mutations
    only_unique : bool
        flag indicating whether only unique mutations for each tumor sample
        should be kept. This avoids issues when the same mutation has
        duplicate reportings.

    Returns
    -------
    mutation_df : pd.DataFrame
        mutations filtered for being valid and correct mutation type. Also
        converted 1-base coordinates to 0-based.","""Is there a function that can remove invalid mutations from a given DataFrame, corrects 1-based coordinates to 0-based, and keeps only unique mutations for each tumor sample?"""
"Multiply two double precision matrices of arbitrary size.

    http://naif.jpl.nasa.gov/pub/naif/toolkit_docs/C/cspice/mxmg_c.html

    :param m1: nrow1 X ncol1 double precision matrix.
    :type m1: NxM-Element Array of floats
    :param m2: ncol1 X ncol2 double precision matrix.
    :type m2: NxM-Element Array of floats
    :param nrow1: Row dimension of m1
    :type nrow1: int
    :param ncol1: Column dimension of m1 and row dimension of m2.
    :type ncol1: int
    :param ncol2: Column dimension of m2
    :type ncol2: int
    :return: nrow1 X ncol2 double precision matrix.
    :rtype: NxM-Element Array of floats","""Please provide a function to multiply two double precision matrices of arbitrary size, and return a matrix of the resulting dimensions."""
"Calculates the aerodynamic resistance for the vegetation layer.

<p>Calculates the aerodynamic resistance for the vegetation layer, and
the wind 2m above the layer boundary.</p>
<p>The values are normalized based on a reference height wind
speed, Uref, of 1 m/s. To get wind speeds and aerodynamic resistances for
other values of Uref, you need to multiply the here calculated wind
speeds by Uref and divide the here calculated aerodynamic resistances
by Uref</p>

@param displacement
@param roughness
@param Zref reference height for windspeed.
@param windSpeed
@return the aerodynamic resistance for the vegetation layer.","""Is there a function that calculates the aerodynamic resistance for the vegetation layer and the wind 2 meters above the layer boundary? It requires displacement, roughness, reference height, and wind speed as inputs."""
"Deletes the specified SSL policy. The SSL policy resource can be deleted only if it is not in
use by any TargetHttpsProxy or TargetSslProxy resources.

<p>Sample code:

<pre><code>
try (SslPolicyClient sslPolicyClient = SslPolicyClient.create()) {
ProjectGlobalSslPolicyName sslPolicy = ProjectGlobalSslPolicyName.of(""[PROJECT]"", ""[SSL_POLICY]"");
Operation response = sslPolicyClient.deleteSslPolicy(sslPolicy.toString());
}
</code></pre>

@param sslPolicy Name of the SSL policy to delete. The name must be 1-63 characters long, and
comply with RFC1035.
@throws com.google.api.gax.rpc.ApiException if the remote call fails","""Is there a function that can delete an SSL policy by its name, as long as it is not being used by any TargetHttpsProxy or TargetSslProxy resources?"""
"Yields a resolved ""template"" for each config set and dumps on output

  This function will extrapolate the ``template`` file using the contents of
  ``variables`` and will output individual (extrapolated, expanded) files in
  the output directory ``output``.


  Parameters:

    variables (str): A string stream containing the variables to parse, in YAML
      format as explained on :py:func:`expand`.

    template (str): A string stream containing the template to extrapolate


  Yields:

    str: A generated template you can save


  Raises:

    jinja2.UndefinedError: if a variable used in the template is undefined","""Is there a function that takes a YAML string of variables and a template string, and generates a resolved template that can be saved?"""
"Publish a message to RabbitMQ. If the RabbitMQ connection is not
        established or is blocked, attempt to wait until sending is possible.

        :param str exchange: The exchange to publish the message to.
        :param str routing_key: The routing key to publish the message with.
        :param bytes body: The message body to send.
        :param dict properties: An optional dict of additional properties
                                to append.
        :rtype: tornado.concurrent.Future
        :raises: :exc:`sprockets.mixins.amqp.NotReadyError`
        :raises: :exc:`sprockets.mixins.amqp.PublishingError`","""Is there a function that publishes a message to RabbitMQ, waiting if necessary, and handling potential errors?"""
"Check if a task is running according to: TASK_PENDING_STATES ['New', 'Starting',
        'Pending', 'Running', 'Suspended', 'Stopping']

        Args:
            task (dict): OneView Task resource.
            connection_failure_control (dict):
                A dictionary instance that contains last_success for error tolerance control.

        Examples:

            >>> connection_failure_control = dict(last_success=int(time.time()))
            >>> while self.is_task_running(task, connection_failure_control):
            >>>     pass

        Returns:
            True when in TASK_PENDING_STATES; False when not.","""Is there a function that can determine if a task is currently running based on its state, and return True if it is in the TASK_PENDING_STATES?"""
"Create an SArray indicating which elements are in the top k.

        Entries are '1' if the corresponding element in the current SArray is a
        part of the top k elements, and '0' if that corresponding element is
        not. Order is descending by default.

        Parameters
        ----------
        topk : int
            The number of elements to determine if 'top'

        reverse : bool
            If True, return the topk elements in ascending order

        Returns
        -------
        out : SArray (of type int)

        Notes
        -----
        This is used internally by SFrame's topk function.","""Is there a function that generates an SArray indicating which elements belong to the top k, in descending order by default?"""
"Binds a number of methods on the object, specified by methodNames, to be run in the context of that object
whenever they are invoked. Very handy for binding functions that are going to be used as event handlers, which
would otherwise be invoked with a fairly useless this. methodNames are required. Keep in mind PHP doesn't
allow to call a closure property value like a method, for instance $o->myClosure(), given $o is an instance of
stdClass, won't work.

@category Function (uh, ahem) Functions

@param object $object the object
@param array,callable $methodNames multiple, the functions to attach

@return object,string","""Is there a function that can bind multiple methods to an object, allowing them to be invoked in the context of that object? The method names should be provided as an array or callable."""
"Sends a MQTT publish message and manages messages flows.
        This methods doesn't return until the message has been acknowledged by receiver or timeout occur
        :param topic: MQTT topic to publish
        :param data:  data to send on topic
        :param qos: quality of service to use for message flow. Can be QOS_0, QOS_1 or QOS_2
        :param retain: retain message flag
        :param ack_timeout: acknowledge timeout. If set, this method will return a TimeOut error if the acknowledgment
        is not completed before ack_timeout second
        :return: ApplicationMessage used during inflight operations","""Is there a function available to send MQTT publish messages and handle message flows, with options to set topic, data, quality of service, retain flag, and acknowledgment timeout?"""
"Updates a database recommended action.

@param resourceGroupName The name of the resource group that contains the resource. You can obtain this value from the Azure Resource Manager API or the portal.
@param serverName The name of the server.
@param databaseName The name of the database.
@param advisorName The name of the Database Advisor.
@param recommendedActionName The name of Database Recommended Action.
@param state Gets the info of the current state the recommended action is in.
@throws IllegalArgumentException thrown if parameters fail the validation
@return the observable to the RecommendedActionInner object","""Is there a function that updates a recommended action in a database, given the names of the resource group, server, database, advisor, and recommended action?"""
